starttime	seconds	ctime	dtime	ttime	wait
Wed Nov 19 19:39:34 2014	1416406174	1	17	18	14
Wed Nov 19 19:39:34 2014	1416406174	1	19	20	16
Wed Nov 19 19:39:34 2014	1416406174	1	34	35	21
Wed Nov 19 19:39:34 2014	1416406174	1	36	37	27
Wed Nov 19 19:39:34 2014	1416406174	1	40	41	30
Wed Nov 19 19:39:34 2014	1416406174	1	42	43	39
Wed Nov 19 19:39:34 2014	1416406174	1	43	44	42
Wed Nov 19 19:39:34 2014	1416406174	1	46	47	43
Wed Nov 19 19:39:34 2014	1416406174	1	48	50	43
Wed Nov 19 19:39:34 2014	1416406174	1	49	50	43
Wed Nov 19 19:39:34 2014	1416406174	1	50	51	44
Wed Nov 19 19:39:34 2014	1416406174	1	51	52	50
Wed Nov 19 19:39:34 2014	1416406174	1	53	54	46
Wed Nov 19 19:39:34 2014	1416406174	1	56	57	49
Wed Nov 19 19:39:34 2014	1416406174	1	58	59	53
Wed Nov 19 19:39:34 2014	1416406174	1	59	60	56
Wed Nov 19 19:39:34 2014	1416406174	1	59	60	53
Wed Nov 19 19:39:34 2014	1416406174	1	59	60	56
Wed Nov 19 19:39:34 2014	1416406174	1	62	63	59
Wed Nov 19 19:39:34 2014	1416406174	1	63	64	62
Wed Nov 19 19:39:34 2014	1416406174	1	71	72	66
Wed Nov 19 19:39:34 2014	1416406174	1	71	72	67
Wed Nov 19 19:39:34 2014	1416406174	1	73	75	71
Wed Nov 19 19:39:34 2014	1416406174	1	76	77	73
Wed Nov 19 19:39:34 2014	1416406174	1	80	81	77
Wed Nov 19 19:39:34 2014	1416406174	1	80	81	80
Wed Nov 19 19:39:34 2014	1416406174	1	86	88	85
Wed Nov 19 19:39:34 2014	1416406174	1	88	89	86
Wed Nov 19 19:39:34 2014	1416406174	1	88	89	83
Wed Nov 19 19:39:34 2014	1416406174	1	89	90	88
Wed Nov 19 19:39:34 2014	1416406174	1	93	94	92
Wed Nov 19 19:39:34 2014	1416406174	1	95	96	92
Wed Nov 19 19:39:34 2014	1416406174	1	96	97	95
Wed Nov 19 19:39:34 2014	1416406174	1	96	97	95
Wed Nov 19 19:39:34 2014	1416406174	1	99	100	97
Wed Nov 19 19:39:34 2014	1416406174	1	103	104	99
Wed Nov 19 19:39:34 2014	1416406174	1	103	104	101
Wed Nov 19 19:39:34 2014	1416406174	1	105	106	103
Wed Nov 19 19:39:34 2014	1416406174	1	105	106	104
Wed Nov 19 19:39:34 2014	1416406174	1	110	111	107
Wed Nov 19 19:39:34 2014	1416406174	1	112	113	110
Wed Nov 19 19:39:34 2014	1416406174	1	112	113	109
Wed Nov 19 19:39:34 2014	1416406174	1	115	116	111
Wed Nov 19 19:39:34 2014	1416406174	1	115	116	113
Wed Nov 19 19:39:34 2014	1416406174	1	115	116	115
Wed Nov 19 19:39:34 2014	1416406174	1	119	120	118
Wed Nov 19 19:39:34 2014	1416406174	1	121	122	118
Wed Nov 19 19:39:34 2014	1416406174	1	127	128	122
Wed Nov 19 19:39:34 2014	1416406174	1	128	129	120
Wed Nov 19 19:39:34 2014	1416406174	1	130	131	127
Wed Nov 19 19:39:34 2014	1416406174	1	130	131	128
Wed Nov 19 19:39:34 2014	1416406174	1	132	133	128
Wed Nov 19 19:39:34 2014	1416406174	1	133	134	130
Wed Nov 19 19:39:34 2014	1416406174	1	135	136	132
Wed Nov 19 19:39:34 2014	1416406174	1	139	140	134
Wed Nov 19 19:39:34 2014	1416406174	1	139	140	136
Wed Nov 19 19:39:34 2014	1416406174	1	140	141	138
Wed Nov 19 19:39:34 2014	1416406174	1	141	142	139
Wed Nov 19 19:39:34 2014	1416406174	1	143	144	141
Wed Nov 19 19:39:34 2014	1416406174	1	147	148	145
Wed Nov 19 19:39:34 2014	1416406174	1	147	148	143
Wed Nov 19 19:39:34 2014	1416406174	1	147	148	146
Wed Nov 19 19:39:34 2014	1416406174	1	150	151	148
Wed Nov 19 19:39:34 2014	1416406174	1	152	153	150
Wed Nov 19 19:39:34 2014	1416406174	1	155	156	152
Wed Nov 19 19:39:34 2014	1416406174	1	158	159	155
Wed Nov 19 19:39:34 2014	1416406174	1	161	162	157
Wed Nov 19 19:39:34 2014	1416406174	1	167	168	162
Wed Nov 19 19:39:34 2014	1416406174	1	167	168	162
Wed Nov 19 19:39:34 2014	1416406174	1	168	169	168
Wed Nov 19 19:39:34 2014	1416406174	1	172	173	168
Wed Nov 19 19:39:34 2014	1416406174	1	179	180	173
Wed Nov 19 19:39:34 2014	1416406174	1	182	183	175
Wed Nov 19 19:39:34 2014	1416406174	1	186	187	182
Wed Nov 19 19:39:34 2014	1416406174	1	188	189	180
Wed Nov 19 19:39:34 2014	1416406174	1	191	192	188
Wed Nov 19 19:39:34 2014	1416406174	1	193	194	190
Wed Nov 19 19:39:34 2014	1416406174	1	199	199	193
Wed Nov 19 19:39:34 2014	1416406174	1	199	200	198
Wed Nov 19 19:39:34 2014	1416406174	1	201	202	199
Wed Nov 19 19:39:34 2014	1416406174	1	208	209	203
Wed Nov 19 19:39:34 2014	1416406174	1	211	212	208
Wed Nov 19 19:39:34 2014	1416406174	1	213	214	210
Wed Nov 19 19:39:34 2014	1416406174	1	218	218	212
Wed Nov 19 19:39:34 2014	1416406174	1	225	226	219
Wed Nov 19 19:39:36 2014	1416406176	0	230	230	228
Wed Nov 19 19:39:36 2014	1416406176	0	231	231	227
Wed Nov 19 19:39:36 2014	1416406176	0	231	231	230
Wed Nov 19 19:39:36 2014	1416406176	0	231	231	229
Wed Nov 19 19:39:34 2014	1416406174	1	230	231	224
Wed Nov 19 19:39:34 2014	1416406174	1	231	231	230
Wed Nov 19 19:39:34 2014	1416406174	1	231	231	221
Wed Nov 19 19:39:36 2014	1416406176	0	232	232	230
Wed Nov 19 19:39:36 2014	1416406176	0	232	232	230
Wed Nov 19 19:39:36 2014	1416406176	0	232	232	231
Wed Nov 19 19:39:34 2014	1416406174	1	232	233	229
Wed Nov 19 19:39:36 2014	1416406176	0	233	233	229
Wed Nov 19 19:39:36 2014	1416406176	0	233	233	229
Wed Nov 19 19:39:36 2014	1416406176	0	233	233	232
Wed Nov 19 19:39:36 2014	1416406176	0	234	234	229
Wed Nov 19 19:39:36 2014	1416406176	0	234	234	231
Wed Nov 19 19:39:36 2014	1416406176	0	234	234	232
Wed Nov 19 19:39:36 2014	1416406176	0	235	235	232
Wed Nov 19 19:39:36 2014	1416406176	0	237	238	234
Wed Nov 19 19:39:34 2014	1416406174	0	238	238	236
Wed Nov 19 19:39:34 2014	1416406174	0	238	238	237
Wed Nov 19 19:39:36 2014	1416406176	0	238	238	234
Wed Nov 19 19:39:36 2014	1416406176	0	238	238	235
Wed Nov 19 19:39:36 2014	1416406176	0	239	239	235
Wed Nov 19 19:39:34 2014	1416406174	0	239	239	236
Wed Nov 19 19:39:36 2014	1416406176	0	239	239	236
Wed Nov 19 19:39:34 2014	1416406174	1	239	239	235
Wed Nov 19 19:39:36 2014	1416406176	0	239	239	236
Wed Nov 19 19:39:36 2014	1416406176	0	240	240	239
Wed Nov 19 19:39:36 2014	1416406176	0	240	240	237
Wed Nov 19 19:39:36 2014	1416406176	0	240	241	238
Wed Nov 19 19:39:36 2014	1416406176	0	241	241	235
Wed Nov 19 19:39:36 2014	1416406176	0	241	242	240
Wed Nov 19 19:39:34 2014	1416406174	1	241	242	238
Wed Nov 19 19:39:36 2014	1416406176	0	242	242	238
Wed Nov 19 19:39:34 2014	1416406174	1	243	243	237
Wed Nov 19 19:39:34 2014	1416406174	0	243	243	242
Wed Nov 19 19:39:36 2014	1416406176	0	244	244	243
Wed Nov 19 19:39:36 2014	1416406176	0	244	244	240
Wed Nov 19 19:39:36 2014	1416406176	0	244	244	239
Wed Nov 19 19:39:36 2014	1416406176	0	244	244	239
Wed Nov 19 19:39:34 2014	1416406174	0	246	246	240
Wed Nov 19 19:39:36 2014	1416406176	0	246	246	244
Wed Nov 19 19:39:36 2014	1416406176	0	247	247	241
Wed Nov 19 19:39:36 2014	1416406176	0	247	247	242
Wed Nov 19 19:39:36 2014	1416406176	0	247	247	243
Wed Nov 19 19:39:36 2014	1416406176	0	247	247	246
Wed Nov 19 19:39:34 2014	1416406174	0	247	247	238
Wed Nov 19 19:39:34 2014	1416406174	1	247	247	244
Wed Nov 19 19:39:36 2014	1416406176	0	248	248	241
Wed Nov 19 19:39:34 2014	1416406174	0	248	248	243
Wed Nov 19 19:39:36 2014	1416406176	0	250	250	247
Wed Nov 19 19:39:36 2014	1416406176	0	250	250	240
Wed Nov 19 19:39:34 2014	1416406174	1	250	250	245
Wed Nov 19 19:39:36 2014	1416406176	0	251	251	248
Wed Nov 19 19:39:36 2014	1416406176	0	251	251	249
Wed Nov 19 19:39:34 2014	1416406174	0	251	251	248
Wed Nov 19 19:39:36 2014	1416406176	0	251	251	250
Wed Nov 19 19:39:36 2014	1416406176	0	252	252	249
Wed Nov 19 19:39:34 2014	1416406174	0	253	253	252
Wed Nov 19 19:39:34 2014	1416406174	0	253	253	249
Wed Nov 19 19:39:36 2014	1416406176	0	253	253	249
Wed Nov 19 19:39:36 2014	1416406176	0	253	253	251
Wed Nov 19 19:39:36 2014	1416406176	0	253	254	253
Wed Nov 19 19:39:34 2014	1416406174	1	253	254	250
Wed Nov 19 19:39:34 2014	1416406174	0	254	254	249
Wed Nov 19 19:39:36 2014	1416406176	0	254	254	247
Wed Nov 19 19:39:34 2014	1416406174	0	254	254	252
Wed Nov 19 19:39:36 2014	1416406176	0	254	254	252
Wed Nov 19 19:39:36 2014	1416406176	0	254	254	249
Wed Nov 19 19:39:34 2014	1416406174	0	254	254	251
Wed Nov 19 19:39:36 2014	1416406176	0	254	254	252
Wed Nov 19 19:39:34 2014	1416406174	1	254	255	250
Wed Nov 19 19:39:36 2014	1416406176	0	255	255	254
Wed Nov 19 19:39:36 2014	1416406176	0	255	255	250
Wed Nov 19 19:39:36 2014	1416406176	0	255	255	250
Wed Nov 19 19:39:36 2014	1416406176	0	256	256	252
Wed Nov 19 19:39:36 2014	1416406176	0	256	256	253
Wed Nov 19 19:39:36 2014	1416406176	0	256	257	251
Wed Nov 19 19:39:36 2014	1416406176	0	257	257	252
Wed Nov 19 19:39:36 2014	1416406176	0	257	257	255
Wed Nov 19 19:39:36 2014	1416406176	0	257	257	252
Wed Nov 19 19:39:36 2014	1416406176	0	257	257	253
Wed Nov 19 19:39:36 2014	1416406176	0	257	257	255
Wed Nov 19 19:39:34 2014	1416406174	1	257	257	252
Wed Nov 19 19:39:36 2014	1416406176	0	258	258	256
Wed Nov 19 19:39:34 2014	1416406174	0	258	258	253
Wed Nov 19 19:39:36 2014	1416406176	0	258	259	248
Wed Nov 19 19:39:36 2014	1416406176	0	259	259	257
Wed Nov 19 19:39:36 2014	1416406176	0	259	259	255
Wed Nov 19 19:39:36 2014	1416406176	0	260	260	260
Wed Nov 19 19:39:34 2014	1416406174	1	259	260	256
Wed Nov 19 19:39:36 2014	1416406176	0	261	261	258
Wed Nov 19 19:39:36 2014	1416406176	0	261	261	260
Wed Nov 19 19:39:36 2014	1416406176	0	261	261	260
Wed Nov 19 19:39:36 2014	1416406176	0	261	262	260
Wed Nov 19 19:39:36 2014	1416406176	0	262	262	257
Wed Nov 19 19:39:36 2014	1416406176	0	262	262	259
Wed Nov 19 19:39:36 2014	1416406176	0	262	262	261
Wed Nov 19 19:39:36 2014	1416406176	0	262	262	260
Wed Nov 19 19:39:36 2014	1416406176	0	263	263	262
Wed Nov 19 19:39:36 2014	1416406176	0	263	263	255
Wed Nov 19 19:39:36 2014	1416406176	0	263	263	260
Wed Nov 19 19:39:34 2014	1416406174	1	262	263	259
Wed Nov 19 19:39:35 2014	1416406175	0	263	263	260
Wed Nov 19 19:39:36 2014	1416406176	0	263	263	259
Wed Nov 19 19:39:36 2014	1416406176	0	263	263	261
Wed Nov 19 19:39:36 2014	1416406176	0	263	264	261
Wed Nov 19 19:39:36 2014	1416406176	0	264	264	261
Wed Nov 19 19:39:36 2014	1416406176	0	264	264	262
Wed Nov 19 19:39:36 2014	1416406176	0	264	264	263
Wed Nov 19 19:39:36 2014	1416406176	0	264	264	262
Wed Nov 19 19:39:36 2014	1416406176	0	264	264	260
Wed Nov 19 19:39:34 2014	1416406174	0	264	264	255
Wed Nov 19 19:39:36 2014	1416406176	0	264	264	261
Wed Nov 19 19:39:36 2014	1416406176	0	265	265	258
Wed Nov 19 19:39:36 2014	1416406176	0	265	265	261
Wed Nov 19 19:39:34 2014	1416406174	0	265	265	263
Wed Nov 19 19:39:36 2014	1416406176	0	265	265	262
Wed Nov 19 19:39:36 2014	1416406176	0	266	266	263
Wed Nov 19 19:39:36 2014	1416406176	0	266	266	262
Wed Nov 19 19:39:34 2014	1416406174	0	267	267	266
Wed Nov 19 19:39:34 2014	1416406174	0	267	267	255
Wed Nov 19 19:39:34 2014	1416406174	0	267	267	261
Wed Nov 19 19:39:36 2014	1416406176	0	267	267	263
Wed Nov 19 19:39:34 2014	1416406174	1	267	268	262
Wed Nov 19 19:39:35 2014	1416406175	0	268	268	264
Wed Nov 19 19:39:36 2014	1416406176	0	268	268	262
Wed Nov 19 19:39:36 2014	1416406176	0	268	268	266
Wed Nov 19 19:39:36 2014	1416406176	0	268	268	266
Wed Nov 19 19:39:34 2014	1416406174	0	268	268	265
Wed Nov 19 19:39:34 2014	1416406174	0	269	269	265
Wed Nov 19 19:39:35 2014	1416406175	0	269	269	267
Wed Nov 19 19:39:36 2014	1416406176	0	269	269	267
Wed Nov 19 19:39:35 2014	1416406175	0	269	269	267
Wed Nov 19 19:39:35 2014	1416406175	0	269	269	267
Wed Nov 19 19:39:34 2014	1416406174	0	269	269	264
Wed Nov 19 19:39:34 2014	1416406174	0	270	270	268
Wed Nov 19 19:39:36 2014	1416406176	0	270	270	266
Wed Nov 19 19:39:35 2014	1416406175	0	270	270	267
Wed Nov 19 19:39:35 2014	1416406175	0	270	270	268
Wed Nov 19 19:39:34 2014	1416406174	0	271	271	265
Wed Nov 19 19:39:34 2014	1416406174	0	271	271	265
Wed Nov 19 19:39:34 2014	1416406174	0	271	271	266
Wed Nov 19 19:39:35 2014	1416406175	0	271	271	269
Wed Nov 19 19:39:35 2014	1416406175	0	273	273	268
Wed Nov 19 19:39:35 2014	1416406175	0	273	273	267
Wed Nov 19 19:39:35 2014	1416406175	0	273	273	271
Wed Nov 19 19:39:34 2014	1416406174	0	273	273	268
Wed Nov 19 19:39:36 2014	1416406176	0	273	273	272
Wed Nov 19 19:39:34 2014	1416406174	0	274	274	272
Wed Nov 19 19:39:35 2014	1416406175	0	274	274	270
Wed Nov 19 19:39:35 2014	1416406175	0	275	275	273
Wed Nov 19 19:39:34 2014	1416406174	0	275	275	266
Wed Nov 19 19:39:35 2014	1416406175	0	275	275	272
Wed Nov 19 19:39:36 2014	1416406176	0	275	275	270
Wed Nov 19 19:39:34 2014	1416406174	0	275	276	272
Wed Nov 19 19:39:35 2014	1416406175	0	276	276	269
Wed Nov 19 19:39:35 2014	1416406175	0	276	276	271
Wed Nov 19 19:39:35 2014	1416406175	0	276	277	274
Wed Nov 19 19:39:35 2014	1416406175	0	277	277	274
Wed Nov 19 19:39:35 2014	1416406175	0	277	277	274
Wed Nov 19 19:39:36 2014	1416406176	0	277	277	274
Wed Nov 19 19:39:36 2014	1416406176	0	277	277	275
Wed Nov 19 19:39:34 2014	1416406174	0	277	277	274
Wed Nov 19 19:39:35 2014	1416406175	0	277	277	272
Wed Nov 19 19:39:35 2014	1416406175	0	277	277	276
Wed Nov 19 19:39:36 2014	1416406176	0	277	278	276
Wed Nov 19 19:39:35 2014	1416406175	0	277	278	275
Wed Nov 19 19:39:35 2014	1416406175	0	278	278	277
Wed Nov 19 19:39:35 2014	1416406175	0	278	278	275
Wed Nov 19 19:39:36 2014	1416406176	0	279	279	275
Wed Nov 19 19:39:35 2014	1416406175	0	279	279	276
Wed Nov 19 19:39:35 2014	1416406175	0	279	279	275
Wed Nov 19 19:39:35 2014	1416406175	0	279	279	277
Wed Nov 19 19:39:35 2014	1416406175	0	279	279	276
Wed Nov 19 19:39:35 2014	1416406175	0	279	279	277
Wed Nov 19 19:39:35 2014	1416406175	0	279	279	275
Wed Nov 19 19:39:35 2014	1416406175	0	280	280	279
Wed Nov 19 19:39:35 2014	1416406175	0	280	280	274
Wed Nov 19 19:39:35 2014	1416406175	0	280	280	274
Wed Nov 19 19:39:35 2014	1416406175	0	280	280	276
Wed Nov 19 19:39:35 2014	1416406175	0	280	280	278
Wed Nov 19 19:39:36 2014	1416406176	0	280	280	277
Wed Nov 19 19:39:35 2014	1416406175	0	280	280	279
Wed Nov 19 19:39:36 2014	1416406176	0	281	281	278
Wed Nov 19 19:39:35 2014	1416406175	0	281	281	277
Wed Nov 19 19:39:35 2014	1416406175	0	282	282	280
Wed Nov 19 19:39:35 2014	1416406175	0	282	282	273
Wed Nov 19 19:39:35 2014	1416406175	0	282	282	280
Wed Nov 19 19:39:34 2014	1416406174	0	282	282	280
Wed Nov 19 19:39:35 2014	1416406175	0	282	282	281
Wed Nov 19 19:39:35 2014	1416406175	0	283	283	282
Wed Nov 19 19:39:35 2014	1416406175	0	283	283	281
Wed Nov 19 19:39:36 2014	1416406176	0	283	283	280
Wed Nov 19 19:39:35 2014	1416406175	0	283	283	281
Wed Nov 19 19:39:36 2014	1416406176	0	283	283	280
Wed Nov 19 19:39:35 2014	1416406175	0	283	283	281
Wed Nov 19 19:39:35 2014	1416406175	0	283	283	279
Wed Nov 19 19:39:35 2014	1416406175	0	283	283	281
Wed Nov 19 19:39:35 2014	1416406175	0	283	283	279
Wed Nov 19 19:39:35 2014	1416406175	0	283	284	279
Wed Nov 19 19:39:35 2014	1416406175	0	283	284	283
Wed Nov 19 19:39:35 2014	1416406175	0	284	284	280
Wed Nov 19 19:39:35 2014	1416406175	0	284	284	278
Wed Nov 19 19:39:35 2014	1416406175	0	284	284	280
Wed Nov 19 19:39:35 2014	1416406175	0	284	284	282
Wed Nov 19 19:39:35 2014	1416406175	0	284	284	281
Wed Nov 19 19:39:35 2014	1416406175	0	284	284	277
Wed Nov 19 19:39:35 2014	1416406175	0	284	284	280
Wed Nov 19 19:39:34 2014	1416406174	0	284	284	281
Wed Nov 19 19:39:35 2014	1416406175	0	284	284	282
Wed Nov 19 19:39:35 2014	1416406175	0	284	284	281
Wed Nov 19 19:39:35 2014	1416406175	0	284	284	282
Wed Nov 19 19:39:34 2014	1416406174	0	284	284	277
Wed Nov 19 19:39:35 2014	1416406175	0	285	285	281
Wed Nov 19 19:39:35 2014	1416406175	0	285	285	283
Wed Nov 19 19:39:35 2014	1416406175	0	285	285	281
Wed Nov 19 19:39:35 2014	1416406175	0	285	285	283
Wed Nov 19 19:39:35 2014	1416406175	0	285	285	282
Wed Nov 19 19:39:35 2014	1416406175	0	285	285	283
Wed Nov 19 19:39:35 2014	1416406175	0	285	285	284
Wed Nov 19 19:39:35 2014	1416406175	0	286	286	283
Wed Nov 19 19:39:35 2014	1416406175	0	286	286	281
Wed Nov 19 19:39:35 2014	1416406175	0	286	286	282
Wed Nov 19 19:39:35 2014	1416406175	0	286	286	283
Wed Nov 19 19:39:35 2014	1416406175	0	286	286	285
Wed Nov 19 19:39:35 2014	1416406175	0	286	286	282
Wed Nov 19 19:39:36 2014	1416406176	0	286	286	284
Wed Nov 19 19:39:35 2014	1416406175	0	286	286	278
Wed Nov 19 19:39:35 2014	1416406175	0	286	286	284
Wed Nov 19 19:39:35 2014	1416406175	0	286	287	282
Wed Nov 19 19:39:34 2014	1416406174	0	287	287	275
Wed Nov 19 19:39:35 2014	1416406175	0	287	287	284
Wed Nov 19 19:39:34 2014	1416406174	0	287	287	281
Wed Nov 19 19:39:35 2014	1416406175	0	287	287	286
Wed Nov 19 19:39:35 2014	1416406175	0	287	287	283
Wed Nov 19 19:39:35 2014	1416406175	0	287	287	284
Wed Nov 19 19:39:35 2014	1416406175	0	287	287	284
Wed Nov 19 19:39:36 2014	1416406176	0	287	287	285
Wed Nov 19 19:39:34 2014	1416406174	0	287	287	282
Wed Nov 19 19:39:35 2014	1416406175	0	287	287	286
Wed Nov 19 19:39:35 2014	1416406175	0	287	287	284
Wed Nov 19 19:39:35 2014	1416406175	0	287	287	284
Wed Nov 19 19:39:35 2014	1416406175	0	288	288	280
Wed Nov 19 19:39:35 2014	1416406175	0	288	288	284
Wed Nov 19 19:39:35 2014	1416406175	0	288	288	284
Wed Nov 19 19:39:35 2014	1416406175	0	288	288	284
Wed Nov 19 19:39:36 2014	1416406176	0	288	288	286
Wed Nov 19 19:39:34 2014	1416406174	0	288	288	285
Wed Nov 19 19:39:36 2014	1416406176	0	288	288	286
Wed Nov 19 19:39:35 2014	1416406175	0	288	288	282
Wed Nov 19 19:39:35 2014	1416406175	0	288	288	284
Wed Nov 19 19:39:34 2014	1416406174	0	288	289	288
Wed Nov 19 19:39:35 2014	1416406175	0	289	289	282
Wed Nov 19 19:39:35 2014	1416406175	0	289	289	288
Wed Nov 19 19:39:35 2014	1416406175	0	289	289	286
Wed Nov 19 19:39:35 2014	1416406175	0	289	289	286
Wed Nov 19 19:39:36 2014	1416406176	0	289	289	287
Wed Nov 19 19:39:35 2014	1416406175	0	290	290	286
Wed Nov 19 19:39:35 2014	1416406175	0	290	290	286
Wed Nov 19 19:39:35 2014	1416406175	0	290	290	287
Wed Nov 19 19:39:35 2014	1416406175	0	290	290	289
Wed Nov 19 19:39:35 2014	1416406175	0	290	290	286
Wed Nov 19 19:39:35 2014	1416406175	0	290	290	288
Wed Nov 19 19:39:35 2014	1416406175	0	290	290	283
Wed Nov 19 19:39:35 2014	1416406175	0	290	290	289
Wed Nov 19 19:39:35 2014	1416406175	0	290	291	290
Wed Nov 19 19:39:35 2014	1416406175	0	290	291	290
Wed Nov 19 19:39:35 2014	1416406175	0	291	291	284
Wed Nov 19 19:39:35 2014	1416406175	0	291	291	288
Wed Nov 19 19:39:35 2014	1416406175	0	291	291	289
Wed Nov 19 19:39:36 2014	1416406176	0	291	291	286
Wed Nov 19 19:39:35 2014	1416406175	0	291	291	290
Wed Nov 19 19:39:36 2014	1416406176	0	291	291	289
Wed Nov 19 19:39:34 2014	1416406174	0	291	291	290
Wed Nov 19 19:39:35 2014	1416406175	0	291	291	289
Wed Nov 19 19:39:36 2014	1416406176	0	291	291	290
Wed Nov 19 19:39:35 2014	1416406175	0	291	291	284
Wed Nov 19 19:39:35 2014	1416406175	0	291	291	291
Wed Nov 19 19:39:35 2014	1416406175	0	291	292	283
Wed Nov 19 19:39:36 2014	1416406176	0	292	292	289
Wed Nov 19 19:39:35 2014	1416406175	0	292	292	288
Wed Nov 19 19:39:36 2014	1416406176	0	292	292	289
Wed Nov 19 19:39:35 2014	1416406175	0	292	292	288
Wed Nov 19 19:39:35 2014	1416406175	0	292	292	288
Wed Nov 19 19:39:35 2014	1416406175	0	292	292	288
Wed Nov 19 19:39:34 2014	1416406174	0	292	292	287
Wed Nov 19 19:39:35 2014	1416406175	0	292	292	291
Wed Nov 19 19:39:34 2014	1416406174	0	292	292	287
Wed Nov 19 19:39:35 2014	1416406175	0	292	292	290
Wed Nov 19 19:39:35 2014	1416406175	0	292	292	291
Wed Nov 19 19:39:35 2014	1416406175	0	292	292	286
Wed Nov 19 19:39:35 2014	1416406175	0	292	292	290
Wed Nov 19 19:39:35 2014	1416406175	0	292	292	291
Wed Nov 19 19:39:34 2014	1416406174	0	292	292	286
Wed Nov 19 19:39:35 2014	1416406175	0	292	293	290
Wed Nov 19 19:39:35 2014	1416406175	0	292	293	290
Wed Nov 19 19:39:35 2014	1416406175	0	293	293	289
Wed Nov 19 19:39:35 2014	1416406175	0	293	293	292
Wed Nov 19 19:39:34 2014	1416406174	0	293	293	291
Wed Nov 19 19:39:36 2014	1416406176	0	293	293	292
Wed Nov 19 19:39:34 2014	1416406174	0	293	293	291
Wed Nov 19 19:39:35 2014	1416406175	0	293	293	292
Wed Nov 19 19:39:36 2014	1416406176	0	293	293	288
Wed Nov 19 19:39:35 2014	1416406175	0	293	293	288
Wed Nov 19 19:39:36 2014	1416406176	0	293	293	293
Wed Nov 19 19:39:36 2014	1416406176	0	293	294	291
Wed Nov 19 19:39:36 2014	1416406176	0	293	294	292
Wed Nov 19 19:39:36 2014	1416406176	0	294	294	291
Wed Nov 19 19:39:35 2014	1416406175	0	294	294	291
Wed Nov 19 19:39:36 2014	1416406176	0	294	294	290
Wed Nov 19 19:39:35 2014	1416406175	0	294	294	289
Wed Nov 19 19:39:35 2014	1416406175	0	294	294	290
Wed Nov 19 19:39:34 2014	1416406174	0	294	294	290
Wed Nov 19 19:39:36 2014	1416406176	0	294	294	292
Wed Nov 19 19:39:34 2014	1416406174	0	294	294	290
Wed Nov 19 19:39:36 2014	1416406176	0	294	294	293
Wed Nov 19 19:39:35 2014	1416406175	0	294	294	291
Wed Nov 19 19:39:36 2014	1416406176	0	294	294	292
Wed Nov 19 19:39:34 2014	1416406174	0	294	294	287
Wed Nov 19 19:39:35 2014	1416406175	0	294	294	292
Wed Nov 19 19:39:35 2014	1416406175	0	294	294	290
Wed Nov 19 19:39:35 2014	1416406175	0	294	294	293
Wed Nov 19 19:39:34 2014	1416406174	0	294	294	288
Wed Nov 19 19:39:35 2014	1416406175	0	294	294	291
Wed Nov 19 19:39:36 2014	1416406176	0	295	295	288
Wed Nov 19 19:39:35 2014	1416406175	0	295	295	293
Wed Nov 19 19:39:35 2014	1416406175	0	295	295	293
Wed Nov 19 19:39:34 2014	1416406174	0	295	295	294
Wed Nov 19 19:39:34 2014	1416406174	0	295	295	293
Wed Nov 19 19:39:35 2014	1416406175	0	295	295	293
Wed Nov 19 19:39:36 2014	1416406176	0	295	295	293
Wed Nov 19 19:39:35 2014	1416406175	0	295	295	292
Wed Nov 19 19:39:34 2014	1416406174	0	295	295	291
Wed Nov 19 19:39:36 2014	1416406176	0	295	295	291
Wed Nov 19 19:39:35 2014	1416406175	0	295	295	292
Wed Nov 19 19:39:34 2014	1416406174	0	295	295	290
Wed Nov 19 19:39:35 2014	1416406175	0	295	295	287
Wed Nov 19 19:39:36 2014	1416406176	0	295	295	291
Wed Nov 19 19:39:36 2014	1416406176	0	295	295	293
Wed Nov 19 19:39:36 2014	1416406176	0	295	295	288
Wed Nov 19 19:39:35 2014	1416406175	0	295	295	290
Wed Nov 19 19:39:35 2014	1416406175	0	295	295	293
Wed Nov 19 19:39:36 2014	1416406176	0	295	295	291
Wed Nov 19 19:39:36 2014	1416406176	0	295	295	291
Wed Nov 19 19:39:36 2014	1416406176	0	295	295	293
Wed Nov 19 19:39:35 2014	1416406175	0	295	295	293
Wed Nov 19 19:39:35 2014	1416406175	0	295	296	288
Wed Nov 19 19:39:36 2014	1416406176	0	296	296	294
Wed Nov 19 19:39:36 2014	1416406176	0	296	296	292
Wed Nov 19 19:39:34 2014	1416406174	0	296	296	292
Wed Nov 19 19:39:36 2014	1416406176	0	296	296	291
Wed Nov 19 19:39:35 2014	1416406175	0	296	296	293
Wed Nov 19 19:39:34 2014	1416406174	0	296	296	292
Wed Nov 19 19:39:36 2014	1416406176	0	296	296	295
Wed Nov 19 19:39:34 2014	1416406174	0	296	296	294
Wed Nov 19 19:39:35 2014	1416406175	0	296	296	294
Wed Nov 19 19:39:36 2014	1416406176	0	296	296	291
Wed Nov 19 19:39:36 2014	1416406176	0	296	296	293
Wed Nov 19 19:39:35 2014	1416406175	0	296	296	293
Wed Nov 19 19:39:35 2014	1416406175	0	296	296	294
Wed Nov 19 19:39:36 2014	1416406176	0	296	296	293
Wed Nov 19 19:39:36 2014	1416406176	0	296	297	290
Wed Nov 19 19:39:36 2014	1416406176	0	296	297	295
